dataset,dataelement,shortname,code,categoryoptioncombo,dataelementuid,categoryoptioncombouid
old_RRIV_chc_Most Essential Medicines and Consumables,"Cannula, IV, 24G, Short, Sterile, Disposable, Pcs","Cannula, IV, 24G, Short, Sterile, Disposable, Pcs",,Days Out of Stock,mahexuPtd8u,JnxxxwrhKqG
old_RRIV_chc_Most Essential Medicines and Consumables,"Cannula, IV, 24G, Short, Sterile, Disposable, Pcs","Cannula, IV, 24G, Short, Sterile, Disposable, Pcs",,Losses/Adjustments,mahexuPtd8u,zSERgsXAxCL
old_RRIV_chc_Most Essential Medicines and Consumables,"Cannula, IV, 24G, Short, Sterile, Disposable, Pcs","Cannula, IV, 24G, Short, Sterile, Disposable, Pcs",,Opening Balance,mahexuPtd8u,O3ksDQovHK9
old_RRIV_chc_Most Essential Medicines and Consumables,"Cannula, IV, 24G, Short, Sterile, Disposable, Pcs","Cannula, IV, 24G, Short, Sterile, Disposable, Pcs",,Quantity Dispensed,mahexuPtd8u,KM7X16ieZHH
old_RRIV_chc_Most Essential Medicines and Consumables,"Cannula, IV, 24G, Short, Sterile, Disposable, Pcs","Cannula, IV, 24G, Short, Sterile, Disposable, Pcs",,Quantity Received,mahexuPtd8u,FNgxI850Nxy
old_RRIV_chc_Most Essential Medicines and Consumables,"Chlorhexidine Gluconate 5%, Solution, 1000ml, Bot","Chlorhexidine Gluconate 5%, Solution, 1000ml, Bot",,Closing Balance,I5RRTZCqTB2,xjBJi31EIdy
old_RRIV_chc_Most Essential Medicines and Consumables,"Chlorhexidine Gluconate 5%, Solution, 1000ml, Bot","Chlorhexidine Gluconate 5%, Solution, 1000ml, Bot",,Days Out of Stock,I5RRTZCqTB2,JnxxxwrhKqG
old_RRIV_chc_Most Essential Medicines and Consumables,"Chlorhexidine Gluconate 5%, Solution, 1000ml, Bot","Chlorhexidine Gluconate 5%, Solution, 1000ml, Bot",,Losses/Adjustments,I5RRTZCqTB2,zSERgsXAxCL
old_RRIV_chc_Most Essential Medicines and Consumables,"Chlorhexidine Gluconate 5%, Solution, 1000ml, Bot","Chlorhexidine Gluconate 5%, Solution, 1000ml, Bot",,Opening Balance,I5RRTZCqTB2,O3ksDQovHK9
old_RRIV_chc_Most Essential Medicines and Consumables,"Chlorhexidine Gluconate 5%, Solution, 1000ml, Bot","Chlorhexidine Gluconate 5%, Solution, 1000ml, Bot",,Quantity Dispensed,I5RRTZCqTB2,KM7X16ieZHH
old_RRIV_chc_Most Essential Medicines and Consumables,"Chlorhexidine Gluconate 5%, Solution, 1000ml, Bot","Chlorhexidine Gluconate 5%, Solution, 1000ml, Bot",,Quantity Received,I5RRTZCqTB2,FNgxI850Nxy
old_RRIV_chc_Most Essential Medicines and Consumables,"Chlorhexidine Gluconate 7.1%, Gel","Chlorhexidine Gluconate 7.1%, Gel",,Closing Balance,DE8H2risJke,xjBJi31EIdy
old_RRIV_chc_Most Essential Medicines and Consumables,"Chlorhexidine Gluconate 7.1%, Gel","Chlorhexidine Gluconate 7.1%, Gel",,Days Out of Stock,DE8H2risJke,JnxxxwrhKqG
old_RRIV_chc_Most Essential Medicines and Consumables,"Chlorhexidine Gluconate 7.1%, Gel","Chlorhexidine Gluconate 7.1%, Gel",,Losses/Adjustments,DE8H2risJke,zSERgsXAxCL
old_RRIV_chc_Most Essential Medicines and Consumables,"Chlorhexidine Gluconate 7.1%, Gel","Chlorhexidine Gluconate 7.1%, Gel",,Opening Balance,DE8H2risJke,O3ksDQovHK9
old_RRIV_chc_Most Essential Medicines and Consumables,"Chlorhexidine Gluconate 7.1%, Gel","Chlorhexidine Gluconate 7.1%, Gel",,Quantity Dispensed,DE8H2risJke,KM7X16ieZHH
old_RRIV_chc_Most Essential Medicines and Consumables,"Chlorhexidine Gluconate 7.1%, Gel","Chlorhexidine Gluconate 7.1%, Gel",,Quantity Received,DE8H2risJke,FNgxI850Nxy
old_RRIV_chc_Most Essential Medicines and Consumables,"Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 200mg & 40mg / 5ml, Pdr for Susp, 100ml, Bot",Co-Trimoxazole (Sulfamethoxazole & Trimethoprim),,Closing Balance,QRXeDct9PLe,xjBJi31EIdy
old_RRIV_chc_Most Essential Medicines and Consumables,"Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 200mg & 40mg / 5ml, Pdr for Susp, 100ml, Bot",Co-Trimoxazole (Sulfamethoxazole & Trimethoprim),,Days Out of Stock,QRXeDct9PLe,JnxxxwrhKqG
old_RRIV_chc_Most Essential Medicines and Consumables,"Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 200mg & 40mg / 5ml, Pdr for Susp, 100ml, Bot",Co-Trimoxazole (Sulfamethoxazole & Trimethoprim),,Losses/Adjustments,QRXeDct9PLe,zSERgsXAxCL
old_RRIV_chc_Most Essential Medicines and Consumables,"Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 200mg & 40mg / 5ml, Pdr for Susp, 100ml, Bot",Co-Trimoxazole (Sulfamethoxazole & Trimethoprim),,Opening Balance,QRXeDct9PLe,O3ksDQovHK9
old_RRIV_chc_Most Essential Medicines and Consumables,"Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 200mg & 40mg / 5ml, Pdr for Susp, 100ml, Bot",Co-Trimoxazole (Sulfamethoxazole & Trimethoprim),,Quantity Dispensed,QRXeDct9PLe,KM7X16ieZHH
old_RRIV_chc_Most Essential Medicines and Consumables,"Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 200mg & 40mg / 5ml, Pdr for Susp, 100ml, Bot",Co-Trimoxazole (Sulfamethoxazole & Trimethoprim),,Quantity Received,QRXeDct9PLe,FNgxI850Nxy
old_RRIV_chc_Most Essential Medicines and Consumables,"Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab",Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 4,,Closing Balance,DVsOUdFylEl,xjBJi31EIdy
old_RRIV_chc_Most Essential Medicines and Consumables,"Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab",Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 4,,Days Out of Stock,DVsOUdFylEl,JnxxxwrhKqG
old_RRIV_chc_Most Essential Medicines and Consumables,"Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab",Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 4,,Losses/Adjustments,DVsOUdFylEl,zSERgsXAxCL
old_RRIV_chc_Most Essential Medicines and Consumables,"Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab",Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 4,,Opening Balance,DVsOUdFylEl,O3ksDQovHK9
old_RRIV_chc_Most Essential Medicines and Consumables,"Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab",Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 4,,Quantity Dispensed,DVsOUdFylEl,KM7X16ieZHH
old_RRIV_chc_Most Essential Medicines and Consumables,"Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab",Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 4,,Quantity Received,DVsOUdFylEl,FNgxI850Nxy
old_RRIV_chc_Most Essential Medicines and Consumables,"Compound Sodium (Ringer's) Lactate 0.25%, Infusion, 500ml, Soft Bag","Compound Sodium (Ringer's) Lactate 0.25%, Infusion",,Closing Balance,j7ZxZZHolZ7,xjBJi31EIdy
old_RRIV_chc_Most Essential Medicines and Consumables,"Compound Sodium (Ringer's) Lactate 0.25%, Infusion, 500ml, Soft Bag","Compound Sodium (Ringer's) Lactate 0.25%, Infusion",,Days Out of Stock,j7ZxZZHolZ7,JnxxxwrhKqG
old_RRIV_chc_Most Essential Medicines and Consumables,"Compound Sodium (Ringer's) Lactate 0.25%, Infusion, 500ml, Soft Bag","Compound Sodium (Ringer's) Lactate 0.25%, Infusion",,Losses/Adjustments,j7ZxZZHolZ7,zSERgsXAxCL
old_RRIV_chc_Most Essential Medicines and Consumables,"Compound Sodium (Ringer's) Lactate 0.25%, Infusion, 500ml, Soft Bag","Compound Sodium (Ringer's) Lactate 0.25%, Infusion",,Opening Balance,j7ZxZZHolZ7,O3ksDQovHK9
old_RRIV_chc_Most Essential Medicines and Consumables,"Compound Sodium (Ringer's) Lactate 0.25%, Infusion, 500ml, Soft Bag","Compound Sodium (Ringer's) Lactate 0.25%, Infusion",,Quantity Dispensed,j7ZxZZHolZ7,KM7X16ieZHH
old_RRIV_chc_Most Essential Medicines and Consumables,"Compound Sodium (Ringer's) Lactate 0.25%, Infusion, 500ml, Soft Bag","Compound Sodium (Ringer's) Lactate 0.25%, Infusion",,Quantity Received,j7ZxZZHolZ7,FNgxI850Nxy
old_RRIV_chc_Most Essential Medicines and Consumables,"Cotton Wool, Absorbent, 500g, Roll","Cotton Wool, Absorbent, 500g, Roll",,Closing Balance,NLqGX65qw0t,xjBJi31EIdy
old_RRIV_chc_Most Essential Medicines and Consumables,"Cotton Wool, Absorbent, 500g, Roll","Cotton Wool, Absorbent, 500g, Roll",,Days Out of Stock,NLqGX65qw0t,JnxxxwrhKqG
old_RRIV_chc_Most Essential Medicines and Consumables,"Cotton Wool, Absorbent, 500g, Roll","Cotton Wool, Absorbent, 500g, Roll",,Losses/Adjustments,NLqGX65qw0t,zSERgsXAxCL
old_RRIV_chc_Most Essential Medicines and Consumables,"Cotton Wool, Absorbent, 500g, Roll","Cotton Wool, Absorbent, 500g, Roll",,Opening Balance,NLqGX65qw0t,O3ksDQovHK9
old_RRIV_chc_Most Essential Medicines and Consumables,"Cotton Wool, Absorbent, 500g, Roll","Cotton Wool, Absorbent, 500g, Roll",,Quantity Dispensed,NLqGX65qw0t,KM7X16ieZHH
old_RRIV_chc_Most Essential Medicines and Consumables,"Cotton Wool, Absorbent, 500g, Roll","Cotton Wool, Absorbent, 500g, Roll",,Quantity Received,NLqGX65qw0t,FNgxI850Nxy
old_RRIV_chc_Most Essential Medicines and Consumables,"Diazepam 5mg/ml, Inj, 2ml, Amp","Diazepam 5mg/ml, Inj, 2ml, Amp",,Closing Balance,CQu8NFVfLKP,xjBJi31EIdy
old_RRIV_chc_Most Essential Medicines and Consumables,"Diazepam 5mg/ml, Inj, 2ml, Amp","Diazepam 5mg/ml, Inj, 2ml, Amp",,Days Out of Stock,CQu8NFVfLKP,JnxxxwrhKqG
old_RRIV_chc_Most Essential Medicines and Consumables,"Diazepam 5mg/ml, Inj, 2ml, Amp","Diazepam 5mg/ml, Inj, 2ml, Amp",,Losses/Adjustments,CQu8NFVfLKP,zSERgsXAxCL
old_RRIV_chc_Most Essential Medicines and Consumables,"Diazepam 5mg/ml, Inj, 2ml, Amp","Diazepam 5mg/ml, Inj, 2ml, Amp",,Opening Balance,CQu8NFVfLKP,O3ksDQovHK9
old_RRIV_chc_Most Essential Medicines and Consumables,"Diazepam 5mg/ml, Inj, 2ml, Amp","Diazepam 5mg/ml, Inj, 2ml, Amp",,Quantity Dispensed,CQu8NFVfLKP,KM7X16ieZHH
old_RRIV_chc_Most Essential Medicines and Consumables,"Diazepam 5mg/ml, Inj, 2ml, Amp","Diazepam 5mg/ml, Inj, 2ml, Amp",,Quantity Received,CQu8NFVfLKP,FNgxI850Nxy
old_RRIV_chc_Most Essential Medicines and Consumables,"Ferrous Sulphate & Folic Acid (FeFol) 200mg & 0.4mg, Tab",Ferrous Sulphate & Folic Acid (FeFol) 200mg,,Closing Balance,FwPhE1BAZCV,xjBJi31EIdy
old_RRIV_chc_Most Essential Medicines and Consumables,"Ferrous Sulphate & Folic Acid (FeFol) 200mg & 0.4mg, Tab",Ferrous Sulphate & Folic Acid (FeFol) 200mg,,Days Out of Stock,FwPhE1BAZCV,JnxxxwrhKqG
old_RRIV_chc_Most Essential Medicines and Consumables,"Ferrous Sulphate & Folic Acid (FeFol) 200mg & 0.4mg, Tab",Ferrous Sulphate & Folic Acid (FeFol) 200mg,,Losses/Adjustments,FwPhE1BAZCV,zSERgsXAxCL
old_RRIV_chc_Most Essential Medicines and Consumables,"Ferrous Sulphate & Folic Acid (FeFol) 200mg & 0.4mg, Tab",Ferrous Sulphate & Folic Acid (FeFol) 200mg,,Opening Balance,FwPhE1BAZCV,O3ksDQovHK9
old_RRIV_chc_Most Essential Medicines and Consumables,"Ferrous Sulphate & Folic Acid (FeFol) 200mg & 0.4mg, Tab",Ferrous Sulphate & Folic Acid (FeFol) 200mg,,Quantity Dispensed,FwPhE1BAZCV,KM7X16ieZHH
old_RRIV_chc_Most Essential Medicines and Consumables,"Ferrous Sulphate & Folic Acid (FeFol) 200mg & 0.4mg, Tab",Ferrous Sulphate & Folic Acid (FeFol) 200mg,,Quantity Received,FwPhE1BAZCV,FNgxI850Nxy
old_RRIV_chc_Most Essential Medicines and Consumables,"Folic Acid 5mg, Tab","Folic Acid 5mg, Tab",,Closing Balance,ncm1VInox4w,xjBJi31EIdy
old_RRIV_chc_Most Essential Medicines and Consumables,"Folic Acid 5mg, Tab","Folic Acid 5mg, Tab",,Days Out of Stock,ncm1VInox4w,JnxxxwrhKqG
old_RRIV_chc_Most Essential Medicines and Consumables,"Folic Acid 5mg, Tab","Folic Acid 5mg, Tab",,Losses/Adjustments,ncm1VInox4w,zSERgsXAxCL
old_RRIV_chc_Most Essential Medicines and Consumables,"Folic Acid 5mg, Tab","Folic Acid 5mg, Tab",,Opening Balance,ncm1VInox4w,O3ksDQovHK9
old_RRIV_chc_Most Essential Medicines and Consumables,"Folic Acid 5mg, Tab","Folic Acid 5mg, Tab",,Quantity Dispensed,ncm1VInox4w,KM7X16ieZHH
old_RRIV_chc_Most Essential Medicines and Consumables,"Folic Acid 5mg, Tab","Folic Acid 5mg, Tab",,Quantity Received,ncm1VInox4w,FNgxI850Nxy
old_RRIV_chc_Most Essential Medicines and Consumables,"Gauze, Pad, N17, 12-Ply, 10cm x 10cm, Pcs","Gauze, Pad, N17, 12-Ply, 10cm x 10cm, Pcs",,Closing Balance,NgCY5wsp1mN,xjBJi31EIdy
old_RRIV_chc_Most Essential Medicines and Consumables,"Gauze, Pad, N17, 12-Ply, 10cm x 10cm, Pcs","Gauze, Pad, N17, 12-Ply, 10cm x 10cm, Pcs",,Days Out of Stock,NgCY5wsp1mN,JnxxxwrhKqG
old_RRIV_chc_Most Essential Medicines and Consumables,"Gauze, Pad, N17, 12-Ply, 10cm x 10cm, Pcs","Gauze, Pad, N17, 12-Ply, 10cm x 10cm, Pcs",,Losses/Adjustments,NgCY5wsp1mN,zSERgsXAxCL
old_RRIV_chc_Most Essential Medicines and Consumables,"Gauze, Pad, N17, 12-Ply, 10cm x 10cm, Pcs","Gauze, Pad, N17, 12-Ply, 10cm x 10cm, Pcs",,Opening Balance,NgCY5wsp1mN,O3ksDQovHK9
old_RRIV_chc_Most Essential Medicines and Consumables,"Gauze, Pad, N17, 12-Ply, 10cm x 10cm, Pcs","Gauze, Pad, N17, 12-Ply, 10cm x 10cm, Pcs",,Quantity Dispensed,NgCY5wsp1mN,KM7X16ieZHH
old_RRIV_chc_Most Essential Medicines and Consumables,"Gauze, Pad, N17, 12-Ply, 10cm x 10cm, Pcs","Gauze, Pad, N17, 12-Ply, 10cm x 10cm, Pcs",,Quantity Received,NgCY5wsp1mN,FNgxI850Nxy
old_RRIV_chc_Most Essential Medicines and Consumables,"Gentamicin 40mg/ml, Inj, 2ml, Amp","Gentamicin 40mg/ml, Inj, 2ml, Amp",,Closing Balance,BJc9cu8lwHV,xjBJi31EIdy
old_RRIV_chc_Most Essential Medicines and Consumables,"Gentamicin 40mg/ml, Inj, 2ml, Amp","Gentamicin 40mg/ml, Inj, 2ml, Amp",,Days Out of Stock,BJc9cu8lwHV,JnxxxwrhKqG
old_RRIV_chc_Most Essential Medicines and Consumables,"Gentamicin 40mg/ml, Inj, 2ml, Amp","Gentamicin 40mg/ml, Inj, 2ml, Amp",,Losses/Adjustments,BJc9cu8lwHV,zSERgsXAxCL
old_RRIV_chc_Most Essential Medicines and Consumables,"Gentamicin 40mg/ml, Inj, 2ml, Amp","Gentamicin 40mg/ml, Inj, 2ml, Amp",,Opening Balance,BJc9cu8lwHV,O3ksDQovHK9
old_RRIV_chc_Most Essential Medicines and Consumables,"Gentamicin 40mg/ml, Inj, 2ml, Amp","Gentamicin 40mg/ml, Inj, 2ml, Amp",,Quantity Dispensed,BJc9cu8lwHV,KM7X16ieZHH
old_RRIV_chc_Most Essential Medicines and Consumables,"Gentamicin 40mg/ml, Inj, 2ml, Amp","Gentamicin 40mg/ml, Inj, 2ml, Amp",,Quantity Received,BJc9cu8lwHV,FNgxI850Nxy
old_RRIV_chc_Most Essential Medicines and Consumables,"Glove, Exam, Latex, Medium, Nonsterile, Disposable, Pcs","Glove, Exam, Latex, Medium, Nonsterile, Dispos",,Closing Balance,XedwBFE8aZi,xjBJi31EIdy
old_RRIV_chc_Most Essential Medicines and Consumables,"Glove, Exam, Latex, Medium, Nonsterile, Disposable, Pcs","Glove, Exam, Latex, Medium, Nonsterile, Dispos",,Days Out of Stock,XedwBFE8aZi,JnxxxwrhKqG
old_RRIV_chc_Most Essential Medicines and Consumables,"Glove, Exam, Latex, Medium, Nonsterile, Disposable, Pcs","Glove, Exam, Latex, Medium, Nonsterile, Dispos",,Losses/Adjustments,XedwBFE8aZi,zSERgsXAxCL
old_RRIV_chc_Most Essential Medicines and Consumables,"Glove, Exam, Latex, Medium, Nonsterile, Disposable, Pcs","Glove, Exam, Latex, Medium, Nonsterile, Dispos",,Opening Balance,XedwBFE8aZi,O3ksDQovHK9
old_RRIV_chc_Most Essential Medicines and Consumables,"Glove, Exam, Latex, Medium, Nonsterile, Disposable, Pcs","Glove, Exam, Latex, Medium, Nonsterile, Dispos",,Quantity Dispensed,XedwBFE8aZi,KM7X16ieZHH
old_RRIV_chc_Most Essential Medicines and Consumables,"Glove, Exam, Latex, Medium, Nonsterile, Disposable, Pcs","Glove, Exam, Latex, Medium, Nonsterile, Dispos",,Quantity Received,XedwBFE8aZi,FNgxI850Nxy
old_RRIV_chc_Most Essential Medicines and Consumables,"Glove, Gynecological, Elbow, Size 7.5, Pcs","Glove, Gynecological, Elbow, Size 7.5, Pcs",,Closing Balance,N0rIKpl5sip,xjBJi31EIdy
old_RRIV_chc_Most Essential Medicines and Consumables,"Glove, Gynecological, Elbow, Size 7.5, Pcs","Glove, Gynecological, Elbow, Size 7.5, Pcs",,Days Out of Stock,N0rIKpl5sip,JnxxxwrhKqG
old_RRIV_chc_Most Essential Medicines and Consumables,"Glove, Gynecological, Elbow, Size 7.5, Pcs","Glove, Gynecological, Elbow, Size 7.5, Pcs",,Losses/Adjustments,N0rIKpl5sip,zSERgsXAxCL
old_RRIV_chc_Most Essential Medicines and Consumables,"Glove, Gynecological, Elbow, Size 7.5, Pcs","Glove, Gynecological, Elbow, Size 7.5, Pcs",,Opening Balance,N0rIKpl5sip,O3ksDQovHK9
old_RRIV_chc_Most Essential Medicines and Consumables,"Glove, Gynecological, Elbow, Size 7.5, Pcs","Glove, Gynecological, Elbow, Size 7.5, Pcs",,Quantity Dispensed,N0rIKpl5sip,KM7X16ieZHH
old_RRIV_chc_Most Essential Medicines and Consumables,"Glove, Gynecological, Elbow, Size 7.5, Pcs","Glove, Gynecological, Elbow, Size 7.5, Pcs",,Quantity Received,N0rIKpl5sip,FNgxI850Nxy
old_RRIV_chc_Most Essential Medicines and Consumables,"Glove, Surgical, Size 7.5, Sterile, Disposable, Pair","Glove, Surgical, Size 7.5, Sterile, Disposable",,Closing Balance,ykJumtXpXXX,xjBJi31EIdy
old_RRIV_chc_Most Essential Medicines and Consumables,"Glove, Surgical, Size 7.5, Sterile, Disposable, Pair","Glove, Surgical, Size 7.5, Sterile, Disposable",,Days Out of Stock,ykJumtXpXXX,JnxxxwrhKqG
old_RRIV_chc_Most Essential Medicines and Consumables,"Glove, Surgical, Size 7.5, Sterile, Disposable, Pair","Glove, Surgical, Size 7.5, Sterile, Disposable",,Losses/Adjustments,ykJumtXpXXX,zSERgsXAxCL
old_RRIV_chc_Most Essential Medicines and Consumables,"Glove, Surgical, Size 7.5, Sterile, Disposable, Pair","Glove, Surgical, Size 7.5, Sterile, Disposable",,Opening Balance,ykJumtXpXXX,O3ksDQovHK9
old_RRIV_chc_Most Essential Medicines and Consumables,"Glove, Surgical, Size 7.5, Sterile, Disposable, Pair","Glove, Surgical, Size 7.5, Sterile, Disposable",,Quantity Dispensed,ykJumtXpXXX,KM7X16ieZHH
old_RRIV_chc_Most Essential Medicines and Consumables,"Glove, Surgical, Size 7.5, Sterile, Disposable, Pair","Glove, Surgical, Size 7.5, Sterile, Disposable",,Quantity Received,ykJumtXpXXX,FNgxI850Nxy
old_RRIV_chc_Most Essential Medicines and Consumables,"Glucose (Dextrose) 5%, IV Inj, 500ml, Soft Bag","Glucose (Dextrose) 5%, IV Inj, 500ml, Soft Bag",,Closing Balance,nYfjPiUSfZ0,xjBJi31EIdy
old_RRIV_chc_Most Essential Medicines and Consumables,"Glucose (Dextrose) 5%, IV Inj, 500ml, Soft Bag","Glucose (Dextrose) 5%, IV Inj, 500ml, Soft Bag",,Days Out of Stock,nYfjPiUSfZ0,JnxxxwrhKqG
old_RRIV_chc_Most Essential Medicines and Consumables,"Glucose (Dextrose) 5%, IV Inj, 500ml, Soft Bag","Glucose (Dextrose) 5%, IV Inj, 500ml, Soft Bag",,Losses/Adjustments,nYfjPiUSfZ0,zSERgsXAxCL
old_RRIV_chc_Most Essential Medicines and Consumables,"Glucose (Dextrose) 5%, IV Inj, 500ml, Soft Bag","Glucose (Dextrose) 5%, IV Inj, 500ml, Soft Bag",,Opening Balance,nYfjPiUSfZ0,O3ksDQovHK9
old_RRIV_chc_Most Essential Medicines and Consumables,"Glucose (Dextrose) 5%, IV Inj, 500ml, Soft Bag","Glucose (Dextrose) 5%, IV Inj, 500ml, Soft Bag",,Quantity Dispensed,nYfjPiUSfZ0,KM7X16ieZHH
old_RRIV_chc_Most Essential Medicines and Consumables,"Glucose (Dextrose) 5%, IV Inj, 500ml, Soft Bag","Glucose (Dextrose) 5%, IV Inj, 500ml, Soft Bag",,Quantity Received,nYfjPiUSfZ0,FNgxI850Nxy
old_RRIV_chc_Most Essential Medicines and Consumables,"IV Giving Set, Pcs","IV Giving Set, Pcs",,Closing Balance,zD2WfFKWRzL,xjBJi31EIdy
old_RRIV_chc_Most Essential Medicines and Consumables,"IV Giving Set, Pcs","IV Giving Set, Pcs",,Days Out of Stock,zD2WfFKWRzL,JnxxxwrhKqG
old_RRIV_chc_Most Essential Medicines and Consumables,"IV Giving Set, Pcs","IV Giving Set, Pcs",,Losses/Adjustments,zD2WfFKWRzL,zSERgsXAxCL
old_RRIV_chc_Most Essential Medicines and Consumables,"IV Giving Set, Pcs","IV Giving Set, Pcs",,Opening Balance,zD2WfFKWRzL,O3ksDQovHK9
old_RRIV_chc_Most Essential Medicines and Consumables,"IV Giving Set, Pcs","IV Giving Set, Pcs",,Quantity Dispensed,zD2WfFKWRzL,KM7X16ieZHH
old_RRIV_chc_Most Essential Medicines and Consumables,"IV Giving Set, Pcs","IV Giving Set, Pcs",,Quantity Received,zD2WfFKWRzL,FNgxI850Nxy
old_RRIV_chc_Most Essential Medicines and Consumables,"Ibuprofen 400mg, Tab","Ibuprofen 400mg, Tab",,Closing Balance,swqWzlLQYVK,xjBJi31EIdy
old_RRIV_chc_Most Essential Medicines and Consumables,"Ibuprofen 400mg, Tab","Ibuprofen 400mg, Tab",,Days Out of Stock,swqWzlLQYVK,JnxxxwrhKqG
old_RRIV_chc_Most Essential Medicines and Consumables,"Ibuprofen 400mg, Tab","Ibuprofen 400mg, Tab",,Losses/Adjustments,swqWzlLQYVK,zSERgsXAxCL
old_RRIV_chc_Most Essential Medicines and Consumables,"Ibuprofen 400mg, Tab","Ibuprofen 400mg, Tab",,Opening Balance,swqWzlLQYVK,O3ksDQovHK9
old_RRIV_chc_Most Essential Medicines and Consumables,"Ibuprofen 400mg, Tab","Ibuprofen 400mg, Tab",,Quantity Dispensed,swqWzlLQYVK,KM7X16ieZHH
old_RRIV_chc_Most Essential Medicines and Consumables,"Ibuprofen 400mg, Tab","Ibuprofen 400mg, Tab",,Quantity Received,swqWzlLQYVK,FNgxI850Nxy
